id_a,id_b,cosine_similarity,title_norm_a,title_a,title_norm_b,title_b
8727,89024,0.9999999999999997,comfort me with apples,Comfort Me with Apples,comfort me with apples,Comfort Me With Apples
8727,89025,0.9999999999999997,comfort me with apples,Comfort Me with Apples,comfort me with apples,Comfort Me with Apples
8738,8742,0.8564222356498966,her last temptation,Her Last Temptation,the last temptation,The Last Temptation
8758,38180,0.9114162566580943,the beach,The Beach,on the beach,On the Beach
8765,40084,1.0,i feel bad about my neck and other thoughts on being a woman,I Feel Bad About My Neck: And Other Thoughts on Being a Woman,i feel bad about my neck and other thoughts on being a woman,I Feel Bad About My Neck: And Other Thoughts On Being a Woman
8810,8813,0.9316416767041538,a clockwork orange,A Clockwork Orange,clockwork orange,Clockwork Orange
8848,70720,1.0,le petit prince,Le Petit Prince,le petit prince,Le petit prince
8909,80938,1.0,the war of the worlds,The War of the Worlds,the war of the worlds,The War of the Worlds
2510,8909,1.0,the war of the worlds,The War Of The Worlds,the war of the worlds,The War of the Worlds
8915,33541,0.9674514662706298,a short history of world war ii,A Short History of World War II,a short history of world war i,A Short History of World War I
8919,11787,0.8934035892578648,the invisible man,The Invisible Man,invisible man,Invisible Man
8951,94682,0.9999999999999991,the lake of souls cirque du freak 10,The Lake of Souls (Cirque du Freak #10),the lake of souls cirque du freak 10,"The Lake of Souls (Cirque Du Freak, #10)"
8953,89745,0.9162104946808804,freak the mighty freak the mighty 1,"Freak the Mighty (Freak The Mighty, #1)",freak the mighty,Freak the Mighty
8954,39703,0.9591303877886698,word freak heartbreak triumph genius and obsession in the world of competitive scrabble players,"Word Freak: Heartbreak, Triumph, Genius, and Obsession in the World of Competitive Scrabble Players",word freak heartbreak triumph genius and obsession in the world of competitive scrabble,"Word Freak: Heartbreak, Triumph, Genius, and Obsession in the World of Competitive Scrabble"
8964,8970,0.8978639011848863,jesus freaks stories of those who stood for jesus the ultimate jesus freaks jesus freaks 1,"Jesus Freaks: Stories of Those Who Stood for Jesus, the Ultimate Jesus Freaks (Jesus Freaks, #1)",jesus freaks martyrs stories of those who stood for jesus the ultimate jesus freaks,Jesus Freaks: Martyrs: Stories of Those Who Stood for Jesus: The Ultimate Jesus Freaks
8973,8988,0.924225275367817,jesus freak,Jesus Freak,jesus freaks,Jesus Freaks
8984,8986,0.9504110811649262,freaks geeks and cool kids american teenagers schools and the culture of consumption,"Freaks, Geeks, and Cool Kids: American Teenagers, Schools, and the Culture of Consumption",freaks geeks and cool kids american teenagers schools andt he culture of consumption,"Freaks, Geeks, and Cool Kids: American Teenagers, Schools, Andt He Culture of Consumption"
8994,9001,0.927479651782596,anne freaks volume 1,Anne Freaks: Volume 1,anne freaks volume 4,Anne Freaks Volume 4
9030,9031,1.0,the devil in the white city murder magic and madness at the fair that changed america,"The Devil in the White City: Murder, Magic and Madness at the Fair that Changed America",the devil in the white city murder magic and madness at the fair that changed america,"The Devil in the White City Murder, Magic, and Madness at the Fair That Changed America"
9063,9068,0.9278503585487905,the greek historians,The Greek Historians,greek historians,Greek Historians
9072,77273,1.0,the historian,The Historian,the historian,The Historian
9073,9075,0.8825754232019526,see no evil the true story of a ground soldier in the cia s war on terrorism,See No Evil: The True Story of a Ground Soldier in the CIA's War on Terrorism,see no evil the true story of a ground soldier in the cia s war against terrorism,See No Evil: The True Story of a Ground Soldier in the CIA's War Against Terrorism
9076,55318,0.861361432977175,guests of the ayatollah the first battle in america s war with militant islam,Guests of the Ayatollah: The First Battle in America's War With Militant Islam,guests of the ayatollah the iran hostage crisis the first battle in america s war with militant islam,Guests of the Ayatollah: The Iran Hostage Crisis: The First Battle in America's War with Militant Islam
9081,30050,1.0,when the rivers run dry water the defining crisis of the twenty first century,When the Rivers Run Dry: Water--The Defining Crisis of the Twenty-First Century,when the rivers run dry water the defining crisis of the twenty first century,When the Rivers Run Dry: Water - The Defining Crisis of the Twenty-first Century
9118,68537,1.0,le portrait de dorian gray,Le Portrait de Dorian Gray,le portrait de dorian gray,Le Portrait De Dorian Gray
9153,81046,1.0,the barefoot book of ballet stories,The Barefoot Book Of Ballet Stories,the barefoot book of ballet stories,The Barefoot Book of Ballet Stories
9226,9229,0.924323721792083,world of ballet,World of Ballet,the world of ballet,The World of Ballet
9282,9283,0.856795755709736,the smoke jumper,The Smoke Jumper,smoke jumpers,Smoke Jumpers
870,9325,0.9026189732751584,fullmetal alchemist vol 1 fullmetal alchemist 1,"Fullmetal Alchemist, Vol. 1 (Fullmetal Alchemist, #1)",fullmetal alchemist vol 10,"Fullmetal Alchemist, Vol. 10"
9325,26422,0.8876564422222442,fullmetal alchemist vol 10,"Fullmetal Alchemist, Vol. 10",fullmetal alchemist vol 14 fullmetal alchemist 14,"Fullmetal Alchemist, Vol. 14 (Fullmetal Alchemist, #14)"
866,9325,0.8867803661001215,fullmetal alchemist vol 9 fullmetal alchemist 9,"Fullmetal Alchemist, Vol. 9 (Fullmetal Alchemist, #9)",fullmetal alchemist vol 10,"Fullmetal Alchemist, Vol. 10"
9325,23506,0.8840327241905123,fullmetal alchemist vol 10,"Fullmetal Alchemist, Vol. 10",fullmetal alchemist vol 11 fullmetal alchemist 11,"Fullmetal Alchemist, Vol. 11 (Fullmetal Alchemist, #11)"
9326,37053,0.9273385852875581,fullmetal alchemist vol 5 fullmetal alchemist 5,"Fullmetal Alchemist, Vol. 5 (Fullmetal Alchemist, #5)",5 fullmetal alchemist 5,"鋼の錬金術師 5 (Fullmetal Alchemist, #5)"
866,9326,0.9107485761528258,fullmetal alchemist vol 9 fullmetal alchemist 9,"Fullmetal Alchemist, Vol. 9 (Fullmetal Alchemist, #9)",fullmetal alchemist vol 5 fullmetal alchemist 5,"Fullmetal Alchemist, Vol. 5 (Fullmetal Alchemist, #5)"
870,9326,0.9068822424650238,fullmetal alchemist vol 1 fullmetal alchemist 1,"Fullmetal Alchemist, Vol. 1 (Fullmetal Alchemist, #1)",fullmetal alchemist vol 5 fullmetal alchemist 5,"Fullmetal Alchemist, Vol. 5 (Fullmetal Alchemist, #5)"
9326,44734,0.9048413124042037,fullmetal alchemist vol 5 fullmetal alchemist 5,"Fullmetal Alchemist, Vol. 5 (Fullmetal Alchemist, #5)",fullmetal alchemist vol 6 fullmetal alchemist 6,"Fullmetal Alchemist, Vol. 6 (Fullmetal Alchemist, #6)"
9417,9424,0.8507993319635793,shopaholic and sister shopaholic 4,"Shopaholic and Sister (Shopaholic, #4)",shopaholic,Shopaholic
9420,9424,0.8601457534317944,shopaholic baby shopaholic 5,"Shopaholic & Baby (Shopaholic, #5)",shopaholic,Shopaholic
9488,84140,0.9426922160219445,night embrace dark hunter 3,"Night Embrace (Dark-Hunter, #3)",night embrace dark hunter 2,Night Embrace (Dark-Hunter #2)
9505,9506,1.0,un lugar llamado nada,Un lugar llamado Nada,un lugar llamado nada,Un Lugar Llamado Nada
9532,9738,0.9000222067296778,ender s shadow the shadow series 1,"Ender's Shadow (The Shadow Series, #1)",ender s shadow shadow series 1,"Ender's Shadow (Shadow Series, #1)"
9541,91520,1.0,the shadow of the sun,The Shadow of the Sun,the shadow of the sun,The Shadow of the Sun
9541,59561,0.8675039275587613,the shadow of the sun,The Shadow of the Sun,the shadow of the shadow,The Shadow of the Shadow
9626,65893,0.8727486420237811,the homecoming,The Homecoming,homecoming,Homecoming
9676,88987,1.0,fanny,Fanny,fanny,Fanny.
9717,96573,1.0,the unbearable lightness of being,The Unbearable Lightness of Being,the unbearable lightness of being,The Unbearable Lightness of Being
9766,9767,0.9043794399373908,wild swans,Wild Swans,the wild swans,The Wild Swans
9815,9816,1.0,the view from castle rock,The View from Castle Rock,the view from castle rock,The View From Castle Rock
9827,79340,0.9999999999999998,king rat asian saga 4,"King Rat (Asian Saga, #4)",king rat asian saga 4,"King Rat (Asian Saga, #4)"
9852,37889,0.9325006963429183,spectrum test prep grade 6,"Spectrum Test Prep, Grade 6",spectrum test prep grade 2,"Spectrum Test Prep, Grade 2"
9852,72652,0.9257146350911596,spectrum test prep grade 6,"Spectrum Test Prep, Grade 6",spectrum test prep grade 5,"Spectrum Test Prep, Grade 5"
9852,37890,0.9250474560040228,spectrum test prep grade 6,"Spectrum Test Prep, Grade 6",spectrum test prep grade 4,"Spectrum Test Prep, Grade 4"
9863,78438,1.0,the wizard of oz,The Wizard of Oz,the wizard of oz,The Wizard Of Oz
9879,88110,1.0,salman rushdie,Salman Rushdie,salman rushdie,Salman Rushdie
9895,98927,0.8772018900611828,ripper the official strategy guide secrets of the games series,Ripper: The Official Strategy Guide (Secrets of the Games Series.),myst the official strategy guide secrets of the games series,Myst: The Official Strategy Guide (Secrets of the Games Series)
9916,11785,0.8721305956692069,zombies,Zombies,zombie,Zombie
9953,94103,1.0,on chesil beach,On Chesil Beach,on chesil beach,On Chesil Beach
9975,34352,0.8936902284505714,gertrud,Gertrud,gertrude,Gertrude
10006,96059,1.0,oracle night,Oracle Night,oracle night,Oracle Night
10059,10060,1.0,flags of our fathers heroes of iwo jima,Flags Of Our Fathers: Heroes Of Iwo Jima,flags of our fathers heroes of iwo jima,Flags of Our Fathers: Heroes of Iwo Jima
10078,10101,1.0,mary queen of scots,Mary Queen of Scots,mary queen of scots,"Mary, Queen of Scots"
10105,83222,1.0,the last wife of henry viii,The Last Wife of Henry VIII,the last wife of henry viii,The Last Wife of Henry VIII
10127,10472,0.8574246490921111,the namesake,The Namesake,namesake,Namesake
10147,10148,0.9781926972395364,the complete sherlock holmes volume i,"The Complete Sherlock Holmes, Volume I",the complete sherlock holmes volume ii,"The Complete Sherlock Holmes, Volume II"
3586,10148,1.0,the complete sherlock holmes volume ii,The Complete Sherlock Holmes: Volume II,the complete sherlock holmes volume ii,"The Complete Sherlock Holmes, Volume II"
10161,76610,0.9025756310319194,the natural history of love,The Natural History of Love,a natural history of love,A Natural History of Love
10190,10193,0.8727903845385664,arco master the miller analogies test,Arco Master the Miller Analogies Test,master the miller analogies test,Master the Miller Analogies Test
10191,10193,0.8837746983233558,master the miller analogies test 2002,Master the Miller Analogies Test 2002,master the miller analogies test,Master the Miller Analogies Test
10203,10204,0.9999999999999998,view with a grain of sand selected poems,View With a Grain of Sand: Selected Poems,view with a grain of sand selected poems,View with a Grain of Sand: Selected Poems
10210,76792,1.0,jane eyre,Jane Eyre,jane eyre,Jane Eyre
10310,10311,0.9760172762582076,the argumentative indian writings on indian history culture and identity,"The Argumentative Indian: Writings on Indian History, Culture and Identity",argumentative indian writings on indian history culture and identity,Argumentative Indian: Writings On Indian History Culture And Identity
10339,74176,0.8773514430317356,the protestant ethnic and the spirit of capitalism,The Protestant Ethnic and the Spirit of Capitalism,the protestant ethic and the spirit of capitalism,The Protestant Ethic and the Spirit of Capitalism
10517,23065,0.906175001330271,how to travel with a salmon and other essays,How to Travel with a Salmon and Other Essays,how to travel with a salmon other essays,How to Travel with a Salmon & Other Essays
10538,42877,0.8754367090456442,the life and times of the thunderbolt kid,The Life and Times of the Thunderbolt Kid,the life and times of the thunderbolt kid a memoir,The Life and Times of the Thunderbolt Kid: A Memoir
10538,99638,0.8754367090456442,the life and times of the thunderbolt kid,The Life and Times of the Thunderbolt Kid,the life and times of the thunderbolt kid a memoir,The Life and Times of the Thunderbolt Kid: A Memoir
26,10539,1.0,the lost continent travels in small town america,The Lost Continent: Travels in Small Town America,the lost continent travels in small town america,The Lost Continent:  Travels in Small-town America
10549,10550,0.9368312567036323,personal memoirs vol 1,"Personal Memoirs, Vol. 1",personal memoirs vol 2,"Personal Memoirs, Vol. 2"
10558,46512,0.9477854982057143,the three musketeers,The Three Musketeers,three musketeers,Three Musketeers
10558,10564,0.8778866247330704,the three musketeers,The Three Musketeers,the three musketeers vol i,"The Three Musketeers, Vol. I"
7190,10563,1.0,the three musketeers the d artagnan romances 1,"The Three Musketeers (The D'Artagnan Romances, #1)",the three musketeers the d artagnan romances 1,The Three Musketeers (The d'Artagnan Romances. #1)
10572,13504,1.0,a clash of kings a song of ice and fire 2,"A Clash of Kings  (A Song of Ice and Fire, #2)",a clash of kings a song of ice and fire 2,"A Clash of Kings (A Song of Ice and Fire, #2)"
