id,name,ratingdist1,pagesnumber,ratingdist4,ratingdisttotal,publishmonth,publishday,publisher,countsofreview,publishyear,language,authors,rating,ratingdist2,ratingdist5,isbn,ratingdist3,__title_norm__,removal_reason
18201,Pensees,1:213,268,4:3499,total:10697,17,6,Kessinger Publishing,0,2004,,Blaise Pascal,3.96,2:698,5:3953,1419140787,3:2334,pensees,duplicate_title
18268,Gargantua & Pantagruel,1:650,832,4:3844,total:13367,1,6,Wordsworth Editions,2,2001,,François Rabelais,3.71,2:1328,5:4112,1840221070,3:3433,gargantua pantagruel,duplicate_title
18269,Gargantua and Pantagruel Volume 5,1:0,244,4:4,total:14,1,12,,0,2006,,François Rabelais,3.93,2:1,5:5,1425048064,3:4,gargantua and pantagruel volume 5,duplicate_title
18357,"The Early Diary of Anaïs Nin, Vol. 4: 1927-1931",1:1,528,4:65,total:176,25,4,Mariner Books,6,1986,,Anaïs Nin,4.2,2:3,5:76,0156272512,3:31,the early diary of anais nin vol 4 1927 1931,duplicate_title
18361,Fire: From A Journal of Love - The Unexpurgated Diary of Anaïs Nin (1934-1937),1:9,448,4:337,total:903,15,5,Houghton Mifflin Harcourt,6,1995,eng,Anaïs Nin,4.13,2:36,5:369,0151000883,3:152,fire from a journal of love the unexpurgated diary of anais nin 1934 1937,duplicate_title
18385,The Death of Ivan Ilych & Other Stories,1:92,400,4:4554,total:11319,15,12,Barnes  Noble Classics,37,2003,eng,Leo Tolstoy,4.11,2:352,5:4264,1593080697,3:2057,the death of ivan ilych other stories,duplicate_title
18404,El club Dante,1:1939,464,4:11510,total:36284,30,8,Seix Barral,2,2004,spa,Matthew Pearl,3.39,2:4589,5:5467,8432296325,3:12779,el club dante,duplicate_title
18435,The Rule Of Four,1:2137,384,4:8836,total:32323,6,5,Century,26,2004,,Ian Caldwell,3.23,2:5409,5:4193,0965607658,3:11748,the rule of four,duplicate_title
18529,Complete Poems,1:1,112,4:128,total:349,21,2,Dover Publications,6,2003,,Christopher Marlowe,4.02,2:25,5:128,0486426742,3:67,complete poems,duplicate_title
18545,Rosencrantz and Guildenstern Are Dead,1:1544,126,4:26103,total:77847,21,1,Grove Press,1633,1994,eng,Tom Stoppard,4.06,2:4252,5:31832,0802132758,3:14116,rosencrantz and guildenstern are dead,duplicate_title
18551,A Break With Charity: A Story of the Salem Witch Trials,1:98,297,4:2093,total:5429,1,4,Turtleback Books,6,1994,eng,Ann Rinaldi,3.79,2:354,5:1385,0785735488,3:1499,a break with charity a story of the salem witch trials,duplicate_title
18580,"Summer of My German Soldier (Summer of My German Soldier, #1)",1:491,203,4:5470,total:15589,1,12,Dell Publishing,790,1993,,Bette Greene,3.68,2:1333,5:3720,0440900565,3:4575,summer of my german soldier summer of my german soldier 1,duplicate_title
18667,E=mc2: A Biography of the World's Most Famous Equation,1:95,352,4:2628,total:7093,1,9,Walker Books,20,2000,en-US,David Bodanis,4.09,2:255,5:2773,0802713521,3:1342,e mc2 a biography of the world s most famous equation,duplicate_title
18671,The Botany of Desire: A Plant's Eye View of the World,1:578,291,4:18093,total:45367,1,3,Bloomsbury Publishing PLC,12,2006,en-US,Michael Pollan,4.06,2:1826,5:16440,0747563004,3:8430,the botany of desire a plant s eye view of the world,duplicate_title
18798,"The Guermantes Way  (In Search of Lost Time, #3)",1:49,619,4:2029,total:6796,31,5,Penguin Classics,250,2005,eng,Marcel Proust,4.3,2:200,5:3567,0143039229,3:951,the guermantes way in search of lost time 3,duplicate_title
19068,The Nicomachean Ethics,1:662,329,4:10926,total:32263,29,1,Penguin Classics,486,2004,eng,Aristotle,3.95,2:1882,5:11431,0140449493,3:7362,the nicomachean ethics,duplicate_title
19189,"Poems, 1965-1975",1:3,240,4:129,total:367,1,10,"Farrar, Straus and Giroux",24,1981,,Seamus Heaney,4.2,2:12,5:165,0374516529,3:58,poems 1965 1975,duplicate_title
19254,"Finders Keepers: Selected Prose, 1971-2001",1:3,432,4:64,total:162,7,4,Faber and Faber,0,2003,en-GB,Seamus Heaney,4.14,2:5,5:66,0571210910,3:24,finders keepers selected prose 1971 2001,duplicate_title
19323,Tale of Peter Rabbit,1:3182,80,4:56098,total:196397,21,10,Warne,2,2004,eng,Beatrix Potter,4.18,2:7457,5:94755,0723249865,3:34905,tale of peter rabbit,duplicate_title
19367,William Makepeace Thackeray,1:0,154,4:0,total:0,1,8,MacMillan Publishing Company,0,1983,,Ina Ferris,0.0,2:0,5:0,0805768513,3:0,william makepeace thackeray,duplicate_title
19377,"Collected Tales, Sketches, Speeches, & Essays 1852–1890",1:1,1120,4:29,total:72,15,10,Library of America,6,1992,eng,Mark Twain,4.29,2:2,5:34,0940450364,3:6,collected tales sketches speeches essays 18521890,duplicate_title
19405,The History of the Decline and Fall of the Roman Empire,1:256,596,4:3748,total:10771,1,1,Wildside Press,1,2004,,Edward Gibbon,3.96,2:575,5:3851,0809592355,3:2341,the history of the decline and fall of the roman empire,duplicate_title
19447,The Words of My Perfect Teacher,1:35,457,4:440,total:2005,27,10,Shambhala Publications,38,1998,,Patrul Rinpoche,4.39,2:56,5:1236,1570624127,3:238,the words of my perfect teacher,duplicate_title
19524,Pimsleur Chinese (Mandarin) Basic Course - Level 1 Lessons 1-10 CD: Learn to Speak and Understand Mandarin Chinese with Pimsleur Language Programs,1:0,0,4:1,total:5,3,10,Pimsleur,0,2005,,Pimsleur Language Programs,4.0,2:0,5:2,0743550757,3:2,pimsleur chinese mandarin basic course level 1 lessons 1 10 cd learn to speak and understand mandarin chinese with pimsleur language programs,duplicate_title
19707,"Red Rabbit (Jack Ryan, #2)",1:720,640,4:8959,total:25745,26,8,G.P. Putnam's Sons,519,2002,eng,Tom Clancy,3.68,2:2294,5:6086,0399148701,3:7686,red rabbit jack ryan 2,duplicate_title
19809,The Last Lion: Winston Spencer Churchill: Visions of Glory 1874-1932,1:195,992,4:2868,total:10902,1,4,Delta,473,1984,eng,William Manchester,4.41,2:240,5:6593,0385313489,3:1006,the last lion winston spencer churchill visions of glory 1874 1932,duplicate_title
19895,The Second John McPhee Reader,1:0,416,4:72,total:202,28,2,"Farrar, Straus and Giroux",14,1996,,John McPhee,4.37,2:2,5:103,0374524637,3:25,the second john mcphee reader,duplicate_title
20074,Changelings,1:50,320,4:713,total:2285,26,12,Del Rey,60,2006,en-US,Anne McCaffrey,3.77,2:197,5:677,0345470036,3:648,changelings,duplicate_title
20131,Narrative Writing: Mini-Lessons * Strategies * Activities,1:1,64,4:1,total:4,1,5,Teaching Resources,1,1998,,Tara MacCarthy,2.5,2:1,5:0,059020937X,3:1,narrative writing mini lessons strategies activities,duplicate_title
20154,"McDougal Littell Middle School Math, Course 2: Student Edition (C) 2005 2005",1:1,864,4:0,total:1,2,8,McDougal Littel,0,2004,,McDougal Littell,1.0,2:0,5:0,0618508155,3:0,mcdougal littell middle school math course 2 student edition c 2005 2005,duplicate_title
20222,Starting an eBay Business for Canadians for Dummies,1:3,388,4:0,total:4,1,9,For Dummies,0,2007,,Marsha Collier,1.5,2:0,5:0,0470839465,3:1,starting an ebay business for canadians for dummies,duplicate_title
20487,George Eliot And Judaism: An Attempt To Appreciate Daniel Deronda,1:0,100,4:0,total:3,26,5,Kessinger Publishing,0,2006,,David Kaufmann,4.33,2:0,5:2,1428613609,3:1,george eliot and judaism an attempt to appreciate daniel deronda,duplicate_title
20599,"The Good Web Site Guide 2006: The Completely Revised, Best-Selling Guide to Over 5000 Sites",1:0,464,4:0,total:0,1,8,HarperCollins UK,1,2005,,Graham Edmonds,0.0,2:0,5:0,0007193858,3:0,the good web site guide 2006 the completely revised best selling guide to over 5000 sites,duplicate_title
20890,"Goodnight, Nobody",1:0,176,4:36,total:92,3,12,Grove Press,10,2003,,Michael Knight,4.22,2:4,5:40,0802140556,3:12,goodnight nobody,duplicate_title
21099,"What Color Is Your Parachute?: A Practical Manual for Job-Hunters & Career-Changers, 1994 (What Color Is Your Parachute?)",1:315,0,4:3801,total:11405,1,11,Ten Speed Pr,2,1993,,Richard Nelson Bolles,3.7,2:1049,5:2913,0898155843,3:3327,what color is your parachute a practical manual for job hunters career changers 1994 what color is your parachute,duplicate_title
21103,What Color Is Your Parachute?: A Practical Manual for Job-Hunters & Career-Changers 1995,1:315,480,4:3801,total:11405,1,10,Ten Speed Pr,0,1994,,Richard Nelson Bolles,3.7,2:1049,5:2913,0898156327,3:3327,what color is your parachute a practical manual for job hunters career changers 1995,duplicate_title
21203,Relationships and Evil,1:0,264,4:0,total:0,1,11,Writer's Showcase Press,0,2000,,Loren Meierding,0.0,2:0,5:0,0595127916,3:0,relationships and evil,duplicate_title
21269,Rick Steves' Rome 2007 (Rick Steves' City and Regional Guides),1:2,360,4:231,total:681,22,8,Avalon Travel Publishing,9,2006,,Rick Steves,4.4,2:9,5:367,1566918219,3:72,rick steves rome 2007 rick steves city and regional guides,duplicate_title
21295,The Firefly,1:8,528,4:178,total:407,30,11,St. Martin's Paperbacks,31,2004,eng,P.T. Deutermann,3.78,2:24,5:90,0312994818,3:107,the firefly,duplicate_title
21340,City of Night (Dean Koontz's Frankenstein #2),1:177,480,4:8279,total:20970,26,7,Random House Audio,555,2005,,Dean Koontz,3.98,2:927,5:6769,0739317148,3:4818,city of night dean koontz s frankenstein 2,duplicate_title
21353,Odd Thomas (Odd Thomas #1),1:11265,11,4:74413,total:239812,9,12,Random House Audio Publishing Group,32,2003,eng,Dean Koontz,3.97,2:13735,5:97101,0739301764,3:43298,odd thomas odd thomas 1,duplicate_title
21372,One Door Away From Heaven,1:356,22,4:6703,total:19704,26,12,Random House Audio,0,2001,,Dean Koontz,3.97,2:1061,5:7108,0553528947,3:4476,one door away from heaven,duplicate_title
21426,2nd Chance (Women's Murder Club #2),1:565,5,4:35286,total:89512,27,2,"Little, Brown & Company",4,2006,eng,James Patterson,4.04,2:2960,5:30774,1594831165,3:19927,2nd chance women s murder club 2,duplicate_title
21430,The Big Bad Wolf,1:432,8,4:18625,total:47136,1,11,"Little, Brown & Company",13,2003,eng,James Patterson,3.99,2:1830,5:15377,1586215809,3:10872,the big bad wolf,duplicate_title
21445,"The 5th Horseman (Women's Murder Club, #5)",1:314,464,4:24283,total:59701,6,2,Time Warner AudioBooks,1337,2008,,James Patterson,4.06,2:1692,5:20691,1594831114,3:12721,the 5th horseman women s murder club 5,duplicate_title
21456,"School's Out - Forever (Maximum Ride, #2)",1:1699,0,4:34941,total:110840,22,7,Hachette Audio,1,2008,,James Patterson,4.15,2:4507,5:50286,1594832463,3:19407,school s out forever maximum ride 2,duplicate_title
21462,The 6th Target (Women's Murder Club #6),1:309,0,4:21898,total:54210,8,5,"Little, Brown & Company",8,2007,,James Patterson,4.04,2:1808,5:18411,159483895X,3:11784,the 6th target women s murder club 6,duplicate_title
21489,"Hollywood Station (Hollywood Station, #1)",1:69,340,4:1128,total:2786,3,1,Little Brown and Company,220,2007,en-US,Joseph Wambaugh,3.73,2:179,5:613,0316066141,3:797,hollywood station hollywood station 1,duplicate_title
21665,The Best American Mystery Stories 2004,1:4,0,4:34,total:106,14,10,Mariner Books,0,2004,eng,Nelson DeMille,3.56,2:9,5:21,0618497420,3:38,the best american mystery stories 2004,duplicate_title
21703,The Best American Mystery Stories 2002,1:0,1,4:38,total:126,15,10,Mariner Books,0,2002,eng,James Ellroy,3.59,2:12,5:24,0618258078,3:52,the best american mystery stories 2002,duplicate_title
21725,Like a Charm,1:95,384,4:461,total:1702,3,6,Arrow,91,2004,eng,Karin Slaughter,3.48,2:218,5:380,0099462257,3:548,like a charm,duplicate_title
21783,Tinsel,1:9,399,4:71,total:275,15,6,Dell,14,1980,eng,William Goldman,3.19,2:37,5:18,0440187354,3:140,tinsel,duplicate_title
21993,World's Fair,1:63,7,4:1603,total:3901,1,12,Blackstone Audiobooks,4,1992,,E.L. Doctorow,3.83,2:222,5:982,0786102993,3:1031,world s fair,duplicate_title
22046,Omertà,1:214,488,4:5126,total:13881,1,9,Suma,1,2001,,Mario Puzo,3.71,2:1039,5:3105,8466302956,3:4397,omerta,duplicate_title
22081,Jurassic Park,1:16684,399,4:273508,total:772965,12,9,Random House Value Publishing,4,1992,,Michael Crichton,4.02,2:36478,5:294060,0517083493,3:152235,jurassic park,duplicate_title
22083,Estado de miedo,1:2949,684,4:27151,total:78524,8,8,Debolsillo,17,2006,,Michael Crichton,3.7,2:6757,5:20198,0307376443,3:21469,estado de miedo,duplicate_title
22172,Curious Incident of the Dog in the Nightdress,1:27,320,4:395,total:1016,29,11,Penguin Ireland,31,2005,,Ross O'Carroll-Kelly,3.97,2:46,5:346,1844880893,3:202,curious incident of the dog in the nightdress,duplicate_title
22218,The Root of All Evil,1:1,144,4:36,total:98,29,8,O'Reilly Media,1,2001,,Illiad,4.21,2:3,5:44,0596001932,3:14,the root of all evil,duplicate_title
22233,"Love, Stargirl (Stargirl, #2)",1:907,274,4:12373,total:38143,14,8,Knopf Books for Young Readers,110,2007,en-US,Jerry Spinelli,3.82,2:3087,5:11867,0375813756,3:9909,love stargirl stargirl 2,duplicate_title
22311,All Families Are Psychotic,1:333,279,4:5134,total:13473,1,7,Harper Perennial,32,2002,eng,Douglas Coupland,3.67,2:1113,5:2856,0007117531,3:4037,all families are psychotic,duplicate_title
22430,The Best American Nonrequired Reading 2005,1:10,368,4:438,total:1051,5,10,Mariner Books,77,2005,,Dave Eggers,3.88,2:45,5:275,0618570489,3:283,the best american nonrequired reading 2005,duplicate_title
22549,The Dark Tower (The Dark Tower #7),1:2052,686,4:40830,total:135508,21,9,Hodder & Stoughton,40,2004,eng,Stephen King,4.28,2:4727,5:70839,0340827211,3:17060,the dark tower the dark tower 7,duplicate_title
22550,"The Gunslinger (The Dark Tower, #1)",1:14134,231,4:150029,total:490818,23,6,Viking,233,2003,eng,Stephen King,3.95,2:34337,5:190405,0670032549,3:101913,the gunslinger the dark tower 1,duplicate_title
22553,"Gunslinger Girl, Vol. 1",1:20,175,4:292,total:923,29,12,ADV Manga,42,2003,eng,Yu Aida,3.86,2:72,5:309,1413900208,3:230,gunslinger girl vol 1,duplicate_title
22554,Gunslinger,1:3,224,4:82,total:266,22,8,Duke University Press Books,24,1989,eng,Ed Dorn,4.11,2:23,5:121,0822309327,3:37,gunslinger,duplicate_title
22705,"Inuyasha Ani-Manga, Vol. 16",1:4,208,4:48,total:200,15,8,VIZ Media LLC,2,2006,,Rumiko Takahashi,4.4,2:7,5:124,1421504839,3:17,inuyasha ani manga vol 16,duplicate_title
22707,"Inuyasha Ani-Manga, Vol. 18",1:3,208,4:47,total:222,19,12,VIZ Media LLC,5,2006,,Rumiko Takahashi,4.43,2:5,5:141,1421504855,3:26,inuyasha ani manga vol 18,duplicate_title
22709,"Inuyasha Ani-Manga, Vol. 21",1:2,216,4:35,total:136,12,6,VIZ Media LLC,2,2007,,Rumiko Takahashi,4.36,2:2,5:78,1421509059,3:19,inuyasha ani manga vol 21,duplicate_title
22710,"Inuyasha Ani-Manga, Vol. 22",1:3,216,4:31,total:133,14,8,VIZ Media LLC,2,2007,,Rumiko Takahashi,4.3,2:2,5:75,1421509067,3:22,inuyasha ani manga vol 22,duplicate_title
22715,"InuYasha Ani-Manga, Vol. 1 (Inuyasha Ani-Manga, #1)",1:97,206,4:1190,total:5891,14,1,VIZ Media LLC,56,2004,eng,Rumiko Takahashi,4.36,2:204,5:3615,1591162025,3:785,inuyasha ani manga vol 1 inuyasha ani manga 1,duplicate_title
22795,"InuYasha, Volume 24",1:7,186,4:401,total:1379,1,1,Turtleback Books,0,2006,,Rumiko Takahashi,4.26,2:43,5:696,1417751835,3:232,inuyasha volume 24,duplicate_title
22797,"InuYasha, Volume 25",1:7,187,4:381,total:1358,1,4,Turtleback Books,0,2006,,Rumiko Takahashi,4.27,2:37,5:698,1417751843,3:235,inuyasha volume 25,duplicate_title
22806,"Inuyasha, Volume 12",1:9,200,4:574,total:1928,1,6,Tandem Library,0,2004,,Rumiko Takahashi,4.25,2:57,5:959,1417659920,3:329,inuyasha volume 12,duplicate_title
22810,Inu-Yasha 15,1:6,188,4:529,total:1828,17,9,Turtleback Books,0,2003,,Rumiko Takahashi,4.28,2:55,5:941,141765645X,3:297,inu yasha 15,duplicate_title
22813,Inu-Yasha 05,1:16,188,4:889,total:3217,1,9,Turtleback Books,0,2003,,Rumiko Takahashi,4.32,2:83,5:1739,1417656468,3:490,inu yasha 05,duplicate_title
22814,"Inuyasha, Volume 16",1:10,186,4:589,total:2148,1,12,Tandem Library,1,2003,,Rumiko Takahashi,4.33,2:56,5:1173,0613957393,3:320,inuyasha volume 16,duplicate_title
22942,Literature As a Way of Knowing (Strategies for Teaching and Learning Professional Library),1:0,122,4:0,total:0,1,1,Stenhouse Publishers,0,1997,,Kathy Gnagey Short,0.0,2:0,5:0,1571100636,3:0,literature as a way of knowing strategies for teaching and learning professional library,duplicate_title
23016,Redemption,1:0,87,4:4,total:14,1,7,Fortress Press,1,2006,,Alister E. McGrath,4.21,2:1,5:7,080063702X,3:2,redemption,duplicate_title
23065,How to Travel with a Salmon & Other Essays,1:80,229,4:2128,total:5452,16,4,Vintage,12,2001,eng,Umberto Eco,3.85,2:319,5:1491,0099428636,3:1434,how to travel with a salmon other essays,duplicate_title
23251,Perfect Circles,1:0,280,4:16,total:41,1,4,VeloPress,3,1998,,Greg Moody,3.78,2:2,5:9,1884737447,3:14,perfect circles,duplicate_title
23252,A Perfect Circle,1:1,352,4:13,total:38,1,3,Bantam,5,2006,,Susie Kelly,3.71,2:4,5:10,0553817027,3:10,a perfect circle,duplicate_title
23279,Pimsleur Italian Basic Course - Level 1 Lessons 1-10 CD: Learn to Speak and Understand Italian with Pimsleur Language Programs,1:2,288,4:7,total:27,6,9,Pimsleur,0,2005,,Pimsleur Language Programs,3.67,2:3,5:9,0743550684,3:6,pimsleur italian basic course level 1 lessons 1 10 cd learn to speak and understand italian with pimsleur language programs,duplicate_title
23454,"Dragons of Winter Night (Dragonlance: Chronicles, #2)",1:378,358,4:15485,total:42331,10,4,Devil's Due Publishing,406,2007,eng,Margaret Weis,4.13,2:1495,5:17196,1932796789,3:7777,dragons of winter night dragonlance chronicles 2,duplicate_title
23484,Woman Hollering Creek & The House on Mango Street,1:13,0,4:358,total:1107,31,3,Random House Audio,27,1992,,Sandra Cisneros,4.24,2:30,5:533,0679412107,3:173,woman hollering creek the house on mango street,duplicate_title
23486,The House On Mango Street,1:4866,110,4:39977,total:116981,3,4,,7,1991,eng,Sandra Cisneros,3.63,2:11403,5:27695,1931376344,3:33040,the house on mango street,duplicate_title
23506,"Fullmetal Alchemist, Vol. 11 (Fullmetal Alchemist, #11)",1:12,192,4:1962,total:7972,16,1,VIZ Media LLC,130,2007,eng,Hiromu Arakawa,4.59,2:46,5:5403,1421508389,3:549,fullmetal alchemist vol 11 fullmetal alchemist 11,duplicate_title
23560,The Great Movies II,1:2,520,4:336,total:799,14,2,Three Rivers Press,34,2006,eng,Roger Ebert,4.29,2:18,5:357,0767919866,3:86,the great movies ii,duplicate_title
23561,Roger Ebert's Movie Yearbook 2006,1:0,960,4:10,total:20,1,11,Andrews McMeel Publishing,2,2005,,Roger Ebert,4.2,2:0,5:7,0740755382,3:3,roger ebert s movie yearbook 2006,duplicate_title
23570,Roger Ebert's Movie Yearbook 2005,1:0,964,4:6,total:9,1,11,Andrews McMeel Publishing,2,2004,,Roger Ebert,4.11,2:0,5:2,0740747428,3:1,roger ebert s movie yearbook 2005,duplicate_title
23571,Roger Ebert's Movie Yearbook 2004,1:0,962,4:11,total:18,12,1,Andrews McMeel Publishing,2,2004,,Roger Ebert,4.28,2:0,5:6,0740738348,3:1,roger ebert s movie yearbook 2004,duplicate_title
23653,"The Hobbit, or, There and Back Again",1:56780,289,4:814417,total:2747893,15,9,Houghton Mifflin Company,56,1997,eng,J.R.R. Tolkien,4.27,2:90992,5:1442032,026110330X,3:343672,the hobbit or there and back again,duplicate_title
23661,The Gospel According to Tolkien: Visions of the Kingdom in Middle Earth,1:14,0,4:204,total:626,1,7,Hovel Audio,2,2005,,Ralph C. Wood,4.09,2:30,5:269,1596442123,3:109,the gospel according to tolkien visions of the kingdom in middle earth,duplicate_title
23663,"Ranma 1/2, Volume 11",1:7,184,4:367,total:1147,5,2,Viz Media,15,1998,,Rumiko Takahashi,4.14,2:30,5:490,1569312915,3:253,ranma 1 2 volume 11,duplicate_title
23676,"Ranma 1/2, Volume 19",1:9,184,4:344,total:1077,1,1,Turtleback Books,0,2002,,Rumiko Takahashi,4.13,2:33,5:460,1417658320,3:231,ranma 1 2 volume 19,duplicate_title
23679,"Ranma 1/2, Volume 17",1:8,182,4:382,total:1247,1,7,Turtleback Books,0,2001,,Rumiko Takahashi,4.17,2:37,5:563,1417658193,3:257,ranma 1 2 volume 17,duplicate_title
